date,season_type,neutral,team_1,team_2,points_1,points_2,moneylines,game_url
15 Jul 2016,Regular,0,Minnesota Twins,Cleveland Guardians,2,5,"[(129, -167)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-cleveland-guardians-fiLPjBGO/
15 Jul 2016,Regular,0,Atlanta Braves,Colorado Rockies,2,11,"[(-106, -119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-colorado-rockies-8f97FfgP/
15 Jul 2016,Regular,0,Cincinnati Reds,Milwaukee Brewers,5,4,"[(-159, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cincinnati-reds-milwaukee-brewers-A3eZAE1t/
15 Jul 2016,Regular,0,Detroit Tigers,Kansas City Royals,4,2,"[(-152, 118)]",https://www.oddsportal.com/baseball/usa/mlb-2016/detroit-tigers-kansas-city-royals-Kf4m6jGB/
15 Jul 2016,Regular,0,Tampa Bay Rays,Baltimore Orioles,3,4,"[(-137, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-baltimore-orioles-KYSCgDW5/
15 Jul 2016,Regular,0,New York Yankees,Boston Red Sox,3,5,"[(-156, 123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-yankees-boston-red-sox-bPRGhXoC/
15 Jul 2016,Regular,0,Philadelphia Phillies,New York Mets,3,5,"[(102, -130)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-new-york-mets-xWEr7W05/
15 Jul 2016,Regular,0,Washington Nationals,Pittsburgh Pirates,5,1,"[(-222, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-pittsburgh-pirates-jFCW9YGn/
15 Jul 2016,Regular,0,Chicago Cubs,Texas Rangers,6,0,"[(-200, 152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-cubs-texas-rangers-OSAv8Coa/
12 Jul 2016,All Stars,0,American League,National League,4,2,[],https://www.oddsportal.com/baseball/usa/mlb-2016/american-league-national-league-IP6g0uYd/
10 Jul 2016,Regular,0,San Francisco Giants,Arizona Diamondbacks,4,0,"[(-244, 185)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-arizona-diamondbacks-6kZk14YE/
10 Jul 2016,Regular,0,Colorado Rockies,Philadelphia Phillies,3,10,"[(-217, 166)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-philadelphia-phillies-jaO8fgHa/
10 Jul 2016,Regular,0,Los Angeles Dodgers,San Diego Padres,3,1,"[(-244, 186)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-san-diego-padres-zTVQ2H9J/
10 Jul 2016,Regular,0,Texas Rangers,Minnesota Twins,5,15,"[(-172, 133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-minnesota-twins-Qclztf26/
10 Jul 2016,Regular,0,Kansas City Royals,Seattle Mariners,5,8,"[(104, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-seattle-mariners-EJUU1yPP/
10 Jul 2016,Regular,0,Chicago White Sox,Atlanta Braves,0,2,"[(-172, 134)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-atlanta-braves-rFdJqx3s/
10 Jul 2016,Regular,0,Houston Astros,Athletics,2,1,"[(-208, 159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-athletics-bBnrvYWI/
10 Jul 2016,Regular,0,Milwaukee Brewers,St.Louis Cardinals,1,5,"[(-145, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-st-louis-cardinals-C8P4eZ1g/
10 Jul 2016,Regular,0,Baltimore Orioles,Los Angeles Angels,4,2,"[(-222, 169)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-los-angeles-angels-CfpWtzm0/
10 Jul 2016,Regular,0,Boston Red Sox,Tampa Bay Rays,4,0,"[(-233, 177)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-tampa-bay-rays-WbHdceXt/
10 Jul 2016,Regular,0,Pittsburgh Pirates,Chicago Cubs,5,6,"[(124, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-chicago-cubs-judNrdIm/
10 Jul 2016,Regular,0,Cleveland Guardians,New York Yankees,7,11,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-new-york-yankees-KKmvuEHC/
10 Jul 2016,Regular,0,Miami Marlins,Cincinnati Reds,7,3,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-cincinnati-reds-UVfRsGXg/
10 Jul 2016,Regular,0,New York Mets,Washington Nationals,2,3,"[(-108, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-washington-nationals-Uqz0dFnm/
10 Jul 2016,Regular,0,Toronto Blue Jays,Detroit Tigers,6,1,"[(-145, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-detroit-tigers-4jSbf2zq/
09 Jul 2016,Regular,0,Texas Rangers,Minnesota Twins,6,8,"[(-149, 117)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-minnesota-twins-ANJBmo4F/
09 Jul 2016,Regular,0,Colorado Rockies,Philadelphia Phillies,8,3,"[(-159, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-philadelphia-phillies-M1ansqsq/
09 Jul 2016,Regular,0,Los Angeles Dodgers,San Diego Padres,4,3,"[(-238, 183)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-san-diego-padres-0hbjt3dk/
09 Jul 2016,Regular,0,New York Mets,Washington Nationals,1,6,"[(175, -227)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-washington-nationals-ANus3Q32/
09 Jul 2016,Regular,0,Pittsburgh Pirates,Chicago Cubs,12,6,"[(138, -179)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-chicago-cubs-O6HajmKd/
09 Jul 2016,Regular,0,Kansas City Royals,Seattle Mariners,5,3,"[(100, -128)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-seattle-mariners-ITheuNBe/
09 Jul 2016,Regular,0,Cleveland Guardians,New York Yankees,6,7,"[(-192, 149)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-new-york-yankees-hn9Gn5JL/
09 Jul 2016,Regular,0,Houston Astros,Athletics,2,3,"[(-227, 173)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-athletics-4MCKoPYR/
09 Jul 2016,Regular,0,Miami Marlins,Cincinnati Reds,4,2,"[(-182, 142)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-cincinnati-reds-2cG3k7Z2/
09 Jul 2016,Regular,0,Baltimore Orioles,Los Angeles Angels,3,2,"[(-128, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-los-angeles-angels-WWK7lRl9/
09 Jul 2016,Regular,0,Boston Red Sox,Tampa Bay Rays,4,1,"[(-189, 145)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-tampa-bay-rays-dKiavsR1/
09 Jul 2016,Regular,0,San Francisco Giants,Arizona Diamondbacks,4,2,"[(-135, 106)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-arizona-diamondbacks-6VnFry1j/
09 Jul 2016,Regular,0,Chicago White Sox,Atlanta Braves,5,4,"[(-175, 138)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-atlanta-braves-KYjJseGd/
09 Jul 2016,Regular,0,Milwaukee Brewers,St.Louis Cardinals,1,8,"[(123, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-st-louis-cardinals-OQqo2pJ8/
09 Jul 2016,Regular,0,Toronto Blue Jays,Detroit Tigers,2,3,[],https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-detroit-tigers-8WpWBU5G/
08 Jul 2016,Regular,0,San Francisco Giants,Arizona Diamondbacks,6,2,"[(-152, 119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-arizona-diamondbacks-IV71wtPA/
08 Jul 2016,Regular,0,Los Angeles Dodgers,San Diego Padres,10,6,"[(-196, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-san-diego-padres-C8mBqHop/
08 Jul 2016,Regular,0,Kansas City Royals,Seattle Mariners,2,3,"[(-105, -122)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-seattle-mariners-dMSzhuv4/
08 Jul 2016,Regular,0,Chicago White Sox,Atlanta Braves,8,11,"[(-294, 219)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-atlanta-braves-dM65x0vH/
08 Jul 2016,Regular,0,Colorado Rockies,Philadelphia Phillies,3,5,"[(-161, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-philadelphia-phillies-rwVnkwOM/
08 Jul 2016,Regular,0,Houston Astros,Athletics,10,9,"[(-182, 141)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-athletics-EcwWhLOc/
08 Jul 2016,Regular,0,Milwaukee Brewers,St.Louis Cardinals,4,3,"[(110, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2016/milwaukee-brewers-st-louis-cardinals-Aa1qlcwT/
08 Jul 2016,Regular,0,Texas Rangers,Minnesota Twins,6,5,"[(-196, 152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-minnesota-twins-niopVHWj/
08 Jul 2016,Regular,0,Boston Red Sox,Tampa Bay Rays,6,5,"[(-119, -108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-tampa-bay-rays-APWviagA/
08 Jul 2016,Regular,0,Cleveland Guardians,New York Yankees,10,2,"[(-169, 131)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-new-york-yankees-z7vSg19i/
08 Jul 2016,Regular,0,Miami Marlins,Cincinnati Reds,3,1,"[(-286, 213)]",https://www.oddsportal.com/baseball/usa/mlb-2016/miami-marlins-cincinnati-reds-2J9Dzv9T/
08 Jul 2016,Regular,0,New York Mets,Washington Nationals,1,3,"[(-114, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-washington-nationals-4nWrjJ8G/
08 Jul 2016,Regular,0,Toronto Blue Jays,Detroit Tigers,6,0,"[(-213, 163)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-detroit-tigers-Q7eRCAjA/
08 Jul 2016,Regular,0,Baltimore Orioles,Los Angeles Angels,5,9,"[(-115, -110)]",https://www.oddsportal.com/baseball/usa/mlb-2016/baltimore-orioles-los-angeles-angels-80ntWcHp/
08 Jul 2016,Regular,0,Pittsburgh Pirates,Chicago Cubs,8,4,"[(177, -233)]",https://www.oddsportal.com/baseball/usa/mlb-2016/pittsburgh-pirates-chicago-cubs-jq69yKgN/
07 Jul 2016,Regular,0,Los Angeles Dodgers,San Diego Padres,0,6,"[(-149, 117)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-san-diego-padres-0fDdvM94/
07 Jul 2016,Regular,0,Colorado Rockies,Philadelphia Phillies,11,2,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2016/colorado-rockies-philadelphia-phillies-M3Ehu2fb/
07 Jul 2016,Regular,0,Kansas City Royals,Seattle Mariners,4,3,"[(-143, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/kansas-city-royals-seattle-mariners-CYW1Ivmo/
07 Jul 2016,Regular,0,Houston Astros,Athletics,1,3,"[(-127, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-athletics-APpzNKvU/
07 Jul 2016,Regular,0,Chicago Cubs,Atlanta Braves,3,4,"[(-263, 200)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-cubs-atlanta-braves-MiAQqdf0/
07 Jul 2016,Regular,0,Texas Rangers,Minnesota Twins,1,10,"[(-122, -104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/texas-rangers-minnesota-twins-O8nSOtAH/
07 Jul 2016,Regular,0,Cleveland Guardians,New York Yankees,4,5,"[(-152, 119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-new-york-yankees-2aoWN0PN/
07 Jul 2016,Regular,0,New York Mets,Washington Nationals,9,7,"[(-103, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-washington-nationals-EwBpsOPo/
07 Jul 2016,Regular,0,Toronto Blue Jays,Detroit Tigers,5,4,"[(-133, 104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-detroit-tigers-nHdNDjy4/
07 Jul 2016,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,5,1,"[(-143, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-pittsburgh-pirates-StFltruh/
07 Jul 2016,Regular,0,Tampa Bay Rays,Los Angeles Angels,1,5,"[(-111, -115)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-los-angeles-angels-tpcNPMfB/
06 Jul 2016,Regular,0,San Francisco Giants,Colorado Rockies,5,1,"[(-217, 167)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-colorado-rockies-6ib0XDdK/
06 Jul 2016,Regular,0,Arizona Diamondbacks,San Diego Padres,6,13,"[(-125, -102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-san-diego-padres-StgJQ2u5/
06 Jul 2016,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,5,7,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-pittsburgh-pirates-YJgFRrQb/
06 Jul 2016,Regular,0,Chicago White Sox,New York Yankees,5,0,"[(154, -200)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-new-york-yankees-SOsqPk40/
06 Jul 2016,Regular,0,Houston Astros,Seattle Mariners,9,8,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-seattle-mariners-lvWiNTYC/
06 Jul 2016,Regular,0,Boston Red Sox,Texas Rangers,11,6,"[(-196, 152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-texas-rangers-nPleMmlJ/
06 Jul 2016,Regular,0,Tampa Bay Rays,Los Angeles Angels,2,7,"[(-172, 133)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-los-angeles-angels-xzkWRiKs/
06 Jul 2016,Regular,0,Toronto Blue Jays,Kansas City Royals,4,2,"[(-192, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-kansas-city-royals-IshJEWLc/
06 Jul 2016,Regular,0,Washington Nationals,Milwaukee Brewers,7,4,"[(-238, 179)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-milwaukee-brewers-bkwuQVlf/
06 Jul 2016,Regular,0,Los Angeles Dodgers,Baltimore Orioles,4,6,"[(-110, -116)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-baltimore-orioles-fTfBSOAh/
06 Jul 2016,Regular,0,Chicago Cubs,Cincinnati Reds,3,5,"[(-196, 152)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-cubs-cincinnati-reds-xh06T4en/
06 Jul 2016,Regular,0,Minnesota Twins,Athletics,4,0,"[(-112, -114)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-athletics-6FtmO9J6/
06 Jul 2016,Regular,0,New York Mets,Miami Marlins,4,2,"[(-256, 192)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-miami-marlins-KbvyRBZm/
06 Jul 2016,Regular,0,Philadelphia Phillies,Atlanta Braves,4,3,"[(-118, -109)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-atlanta-braves-b112Uptt/
06 Jul 2016,Regular,0,Cleveland Guardians,Detroit Tigers,2,12,"[(-128, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-detroit-tigers-0Ec4WXBQ/
05 Jul 2016,Regular,0,San Francisco Giants,Colorado Rockies,3,7,"[(-217, 168)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-colorado-rockies-pQyVbgje/
05 Jul 2016,Regular,0,Los Angeles Dodgers,Baltimore Orioles,1,4,"[(-139, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-baltimore-orioles-S0adYgsE/
05 Jul 2016,Regular,0,Arizona Diamondbacks,San Diego Padres,7,5,"[(-143, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-san-diego-padres-S8gL9A4D/
05 Jul 2016,Regular,0,Chicago White Sox,New York Yankees,0,9,"[(100, -128)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-new-york-yankees-lfCUJfSK/
05 Jul 2016,Regular,0,Houston Astros,Seattle Mariners,5,2,"[(-152, 119)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-seattle-mariners-Kx30EYkr/
05 Jul 2016,Regular,0,Minnesota Twins,Athletics,11,4,"[(102, -130)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-athletics-SpBYIEsR/
05 Jul 2016,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,2,5,"[(-139, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-pittsburgh-pirates-lIfHAjk7/
05 Jul 2016,Regular,0,Boston Red Sox,Texas Rangers,2,7,"[(-233, 177)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-texas-rangers-bT14Dh5l/
05 Jul 2016,Regular,0,Cleveland Guardians,Detroit Tigers,12,1,"[(-204, 158)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-detroit-tigers-21WZcD51/
05 Jul 2016,Regular,0,New York Mets,Miami Marlins,2,5,"[(-161, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-miami-marlins-feJLLGc8/
05 Jul 2016,Regular,0,Tampa Bay Rays,Los Angeles Angels,5,13,"[(-192, 148)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-los-angeles-angels-thVwcXK7/
05 Jul 2016,Regular,0,Toronto Blue Jays,Kansas City Royals,8,3,"[(-159, 124)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-kansas-city-royals-vigFFC6i/
05 Jul 2016,Regular,0,Philadelphia Phillies,Atlanta Braves,5,1,"[(-110, -116)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-atlanta-braves-feeDBWZ0/
05 Jul 2016,Regular,0,Washington Nationals,Milwaukee Brewers,2,5,"[(-172, 135)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-milwaukee-brewers-6VMPKzDE/
05 Jul 2016,Regular,0,Chicago Cubs,Cincinnati Reds,5,9,"[(-333, 245)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-cubs-cincinnati-reds-thi9CCKf/
04 Jul 2016,Regular,0,Arizona Diamondbacks,San Diego Padres,4,8,"[(-156, 122)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-san-diego-padres-6ZxRaZzk/
04 Jul 2016,Regular,0,Los Angeles Dodgers,Baltimore Orioles,7,5,"[(-189, 146)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-baltimore-orioles-CCwN0FLr/
04 Jul 2016,Regular,0,Cleveland Guardians,Detroit Tigers,5,3,"[(-192, 148)]",https://www.oddsportal.com/baseball/usa/mlb-2016/cleveland-guardians-detroit-tigers-tjvBx6wO/
04 Jul 2016,Regular,0,Toronto Blue Jays,Kansas City Royals,6,2,"[(-213, 164)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-kansas-city-royals-zine5eDR/
04 Jul 2016,Regular,0,New York Mets,Miami Marlins,8,6,"[(-185, 144)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-miami-marlins-p44Ld9Ou/
04 Jul 2016,Regular,0,Philadelphia Phillies,Atlanta Braves,8,2,"[(-185, 145)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-atlanta-braves-YPz3vS8B/
04 Jul 2016,Regular,0,San Francisco Giants,Colorado Rockies,3,1,"[(-127, -101)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-francisco-giants-colorado-rockies-CGZ6wnOH/
04 Jul 2016,Regular,0,Chicago Cubs,Cincinnati Reds,10,4,"[(-222, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-cubs-cincinnati-reds-dMl6ZxNq/
04 Jul 2016,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,2,4,"[(-182, 142)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-pittsburgh-pirates-ppMxi5hH/
04 Jul 2016,Regular,0,Chicago White Sox,New York Yankees,8,2,"[(102, -130)]",https://www.oddsportal.com/baseball/usa/mlb-2016/chicago-white-sox-new-york-yankees-hU7Tfmgh/
04 Jul 2016,Regular,0,Houston Astros,Seattle Mariners,2,1,"[(-156, 122)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-seattle-mariners-CWNUhRN4/
04 Jul 2016,Regular,0,Minnesota Twins,Athletics,1,3,"[(-125, -102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-athletics-WK6Xg78b/
04 Jul 2016,Regular,0,Boston Red Sox,Texas Rangers,12,5,"[(-227, 175)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-texas-rangers-jNMYiowB/
04 Jul 2016,Regular,0,Tampa Bay Rays,Los Angeles Angels,4,2,"[(-122, -104)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-los-angeles-angels-KtwFyQhU/
04 Jul 2016,Regular,0,Washington Nationals,Milwaukee Brewers,0,1,"[(-270, 204)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-milwaukee-brewers-b78PeTwn/
03 Jul 2016,Regular,0,Atlanta Braves,Miami Marlins,2,5,"[(134, -172)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-miami-marlins-YBeUPSgI/
03 Jul 2016,Regular,0,San Diego Padres,New York Yankees,3,6,"[(106, -137)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-diego-padres-new-york-yankees-nFaYOn9O/
03 Jul 2016,Regular,0,Arizona Diamondbacks,San Francisco Giants,4,5,"[(-139, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-san-francisco-giants-j1obu8g5/
03 Jul 2016,Regular,0,Los Angeles Dodgers,Colorado Rockies,4,1,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-colorado-rockies-4W7HSU9a/
03 Jul 2016,Regular,0,Seattle Mariners,Baltimore Orioles,9,4,"[(-161, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-baltimore-orioles-hGSftlva/
03 Jul 2016,Regular,0,Athletics,Pittsburgh Pirates,3,6,"[(-147, 114)]",https://www.oddsportal.com/baseball/usa/mlb-2016/athletics-pittsburgh-pirates-bgTjsUOh/
03 Jul 2016,Regular,0,St.Louis Cardinals,Milwaukee Brewers,9,8,"[(-200, 154)]",https://www.oddsportal.com/baseball/usa/mlb-2016/st-louis-cardinals-milwaukee-brewers-K2UnrA9n/
03 Jul 2016,Regular,0,Houston Astros,Chicago White Sox,1,4,"[(-125, -102)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-chicago-white-sox-rHJ8Ujum/
03 Jul 2016,Regular,0,Minnesota Twins,Texas Rangers,5,4,"[(124, -159)]",https://www.oddsportal.com/baseball/usa/mlb-2016/minnesota-twins-texas-rangers-0ImGmWoP/
03 Jul 2016,Regular,0,Boston Red Sox,Los Angeles Angels,10,5,"[(-114, -112)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-los-angeles-angels-jm6PQ8vC/
03 Jul 2016,Regular,0,Philadelphia Phillies,Kansas City Royals,7,2,"[(-116, -109)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-kansas-city-royals-2RZsqjft/
03 Jul 2016,Regular,0,Washington Nationals,Cincinnati Reds,12,1,[],https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-cincinnati-reds-Qu9DTAfg/
03 Jul 2016,Regular,0,New York Mets,Chicago Cubs,14,3,"[(-106, -120)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-chicago-cubs-UDF4VWPt/
03 Jul 2016,Regular,0,Tampa Bay Rays,Detroit Tigers,1,5,"[(-179, 139)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-detroit-tigers-Cd7LRlP5/
03 Jul 2016,Regular,0,Toronto Blue Jays,Cleveland Guardians,17,1,"[(-101, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2016/toronto-blue-jays-cleveland-guardians-hSdj6ybL/
02 Jul 2016,Regular,0,Arizona Diamondbacks,San Francisco Giants,6,5,"[(-111, -115)]",https://www.oddsportal.com/baseball/usa/mlb-2016/arizona-diamondbacks-san-francisco-giants-fcbhS0bJ/
02 Jul 2016,Regular,0,Los Angeles Dodgers,Colorado Rockies,6,1,"[(-179, 139)]",https://www.oddsportal.com/baseball/usa/mlb-2016/los-angeles-dodgers-colorado-rockies-zmSdwR6K/
02 Jul 2016,Regular,0,San Diego Padres,New York Yankees,2,1,"[(-139, 108)]",https://www.oddsportal.com/baseball/usa/mlb-2016/san-diego-padres-new-york-yankees-A9dtV2E0/
02 Jul 2016,Regular,0,Seattle Mariners,Baltimore Orioles,12,6,"[(-154, 121)]",https://www.oddsportal.com/baseball/usa/mlb-2016/seattle-mariners-baltimore-orioles-CYSxzDHP/
02 Jul 2016,Regular,0,Athletics,Pittsburgh Pirates,2,4,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2016/athletics-pittsburgh-pirates-YsUYzg2J/
02 Jul 2016,Regular,0,Boston Red Sox,Los Angeles Angels,2,21,"[(-156, 123)]",https://www.oddsportal.com/baseball/usa/mlb-2016/boston-red-sox-los-angeles-angels-KK3TX4Us/
02 Jul 2016,Regular,0,New York Mets,Chicago Cubs,4,3,"[(191, -250)]",https://www.oddsportal.com/baseball/usa/mlb-2016/new-york-mets-chicago-cubs-Uky7G3a7/
02 Jul 2016,Regular,0,Washington Nationals,Cincinnati Reds,4,9,"[(-222, 169)]",https://www.oddsportal.com/baseball/usa/mlb-2016/washington-nationals-cincinnati-reds-MqOhv7iE/
02 Jul 2016,Regular,0,Philadelphia Phillies,Kansas City Royals,2,6,"[(127, -164)]",https://www.oddsportal.com/baseball/usa/mlb-2016/philadelphia-phillies-kansas-city-royals-G6alTtqD/
02 Jul 2016,Regular,0,Atlanta Braves,Miami Marlins,9,1,"[(206, -278)]",https://www.oddsportal.com/baseball/usa/mlb-2016/atlanta-braves-miami-marlins-lf8XWOql/
02 Jul 2016,Regular,0,Houston Astros,Chicago White Sox,6,7,"[(-112, -114)]",https://www.oddsportal.com/baseball/usa/mlb-2016/houston-astros-chicago-white-sox-8tzBFNED/
02 Jul 2016,Regular,0,Tampa Bay Rays,Detroit Tigers,2,3,"[(110, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2016/tampa-bay-rays-detroit-tigers-IBH1xoMQ/
